fall_year,spring_year,year_str,geo_id_b2020,geo_nm_b2020,grade,count,basez
2024,2025,2024-2025,3.7063E+14,Block 4049,3,2,2
2021,2022,2021-2022,3.7063E+14,Block 4049,4,2,1
2024,2025,2024-2025,3.7063E+14,Block 4049,4,3,3
2020,2021,2020-2021,3.7063E+14,Block 4049,5,2,1
2021,2022,2021-2022,3.7063E+14,Block 4049,5,1,0
2021,2022,2021-2022,3.7063E+14,Block 4049,6,3,0
2022,2023,2022-2023,3.7063E+14,Block 4049,6,1,0
2022,2023,2022-2023,3.7063E+14,Block 4049,7,2,0
2023,2024,2023-2024,3.7063E+14,Block 4049,7,2,0
2020,2021,2020-2021,3.7063E+14,Block 4049,8,1,0
2023,2024,2023-2024,3.7063E+14,Block 4049,8,2,0
2024,2025,2024-2025,3.7063E+14,Block 4049,8,2,0
2020,2021,2020-2021,3.7063E+14,Block 4049,9,2,0
2021,2022,2021-2022,3.7063E+14,Block 4049,9,1,0
2024,2025,2024-2025,3.7063E+14,Block 4049,9,3,0
2020,2021,2020-2021,3.7063E+14,Block 4049,10,1,0
2021,2022,2021-2022,3.7063E+14,Block 4049,10,2,0
2022,2023,2022-2023,3.7063E+14,Block 4049,10,1,0
2020,2021,2020-2021,3.7063E+14,Block 4049,11,3,2
2021,2022,2021-2022,3.7063E+14,Block 4049,11,1,0
2022,2023,2022-2023,3.7063E+14,Block 4049,11,2,0
2023,2024,2023-2024,3.7063E+14,Block 4049,11,1,0
2021,2022,2021-2022,3.7063E+14,Block 4049,12,2,1
2022,2023,2022-2023,3.7063E+14,Block 4049,12,1,0
2023,2024,2023-2024,3.7063E+14,Block 4049,12,2,0
2024,2025,2024-2025,3.7063E+14,Block 4049,12,1,0
2021,2022,2021-2022,3.7063E+14,Block 4050,0,4,4
2023,2024,2023-2024,3.7063E+14,Block 4050,0,1,1
2022,2023,2022-2023,3.7063E+14,Block 4050,1,4,4
2024,2025,2024-2025,3.7063E+14,Block 4050,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 4050,2,1,1
2022,2023,2022-2023,3.7063E+14,Block 4050,2,1,1
2023,2024,2023-2024,3.7063E+14,Block 4050,2,3,3
2021,2022,2021-2022,3.7063E+14,Block 4050,3,1,1
2024,2025,2024-2025,3.7063E+14,Block 4050,3,3,3
2022,2023,2022-2023,3.7063E+14,Block 4050,4,1,1
2020,2021,2020-2021,3.7063E+14,Block 4050,5,1,1
2023,2024,2023-2024,3.7063E+14,Block 4050,5,1,1
2021,2022,2021-2022,3.7063E+14,Block 4050,6,1,1
2022,2023,2022-2023,3.7063E+14,Block 4050,6,1,1
2022,2023,2022-2023,3.7063E+14,Block 4050,7,1,1
2023,2024,2023-2024,3.7063E+14,Block 4050,8,1,1
2024,2025,2024-2025,3.7063E+14,Block 4050,9,1,0
2020,2021,2020-2021,3.7063E+14,Block 4051,0,2,2
2021,2022,2021-2022,3.7063E+14,Block 4051,0,2,2
2022,2023,2022-2023,3.7063E+14,Block 4051,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 4051,0,1,1
2020,2021,2020-2021,3.7063E+14,Block 4051,1,1,1
2021,2022,2021-2022,3.7063E+14,Block 4051,1,2,2
2022,2023,2022-2023,3.7063E+14,Block 4051,1,1,1
2023,2024,2023-2024,3.7063E+14,Block 4051,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 4051,2,1,1
2021,2022,2021-2022,3.7063E+14,Block 4051,2,1,1
2022,2023,2022-2023,3.7063E+14,Block 4051,2,2,2
2023,2024,2023-2024,3.7063E+14,Block 4051,2,1,1
2024,2025,2024-2025,3.7063E+14,Block 4051,2,1,1
2021,2022,2021-2022,3.7063E+14,Block 4051,3,1,1
2022,2023,2022-2023,3.7063E+14,Block 4051,3,1,1
2023,2024,2023-2024,3.7063E+14,Block 4051,3,2,2
2024,2025,2024-2025,3.7063E+14,Block 4051,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 4051,4,1,1
2022,2023,2022-2023,3.7063E+14,Block 4051,4,1,1
2023,2024,2023-2024,3.7063E+14,Block 4051,4,1,1
2024,2025,2024-2025,3.7063E+14,Block 4051,4,1,1
2020,2021,2020-2021,3.7063E+14,Block 4051,5,3,2
2021,2022,2021-2022,3.7063E+14,Block 4051,5,1,1
2023,2024,2023-2024,3.7063E+14,Block 4051,5,1,1
2024,2025,2024-2025,3.7063E+14,Block 4051,5,1,1
2020,2021,2020-2021,3.7063E+14,Block 4051,6,1,0
2021,2022,2021-2022,3.7063E+14,Block 4051,6,3,2
2022,2023,2022-2023,3.7063E+14,Block 4051,6,1,1
2023,2024,2023-2024,3.7063E+14,Block 4051,6,1,0
2024,2025,2024-2025,3.7063E+14,Block 4051,6,1,0
2022,2023,2022-2023,3.7063E+14,Block 4051,7,3,2
2023,2024,2023-2024,3.7063E+14,Block 4051,7,1,1
2024,2025,2024-2025,3.7063E+14,Block 4051,7,1,0
2023,2024,2023-2024,3.7063E+14,Block 4051,8,4,2
2024,2025,2024-2025,3.7063E+14,Block 4051,8,1,1
2022,2023,2022-2023,3.7063E+14,Block 4051,9,1,0
2023,2024,2023-2024,3.7063E+14,Block 4051,9,1,0
2024,2025,2024-2025,3.7063E+14,Block 4051,9,4,0
2020,2021,2020-2021,3.7063E+14,Block 4051,10,2,0
2023,2024,2023-2024,3.7063E+14,Block 4051,10,1,0
2024,2025,2024-2025,3.7063E+14,Block 4051,10,1,0
2021,2022,2021-2022,3.7063E+14,Block 4051,11,1,0
2024,2025,2024-2025,3.7063E+14,Block 4051,11,1,0
2020,2021,2020-2021,3.7063E+14,Block 4051,12,1,0
2022,2023,2022-2023,3.7063E+14,Block 4051,12,1,0
2020,2021,2020-2021,3.7063E+14,Block 4052,6,1,1
2021,2022,2021-2022,3.7063E+14,Block 4052,7,1,1
2022,2023,2022-2023,3.7063E+14,Block 4052,8,1,1
2023,2024,2023-2024,3.7063E+14,Block 4052,9,1,1
2024,2025,2024-2025,3.7063E+14,Block 4052,10,1,1
2023,2024,2023-2024,3.7063E+14,Block 4053,-1,1,1
2024,2025,2024-2025,3.7063E+14,Block 4053,0,1,1
2020,2021,2020-2021,3.7063E+14,Block 4053,5,1,1
2021,2022,2021-2022,3.7063E+14,Block 4053,6,1,0
2023,2024,2023-2024,3.7063E+14,Block 4053,6,1,0
2022,2023,2022-2023,3.7063E+14,Block 4053,7,1,0
2024,2025,2024-2025,3.7063E+14,Block 4053,7,1,0
2023,2024,2023-2024,3.7063E+14,Block 4053,8,1,0
2024,2025,2024-2025,3.7063E+14,Block 4053,9,1,0
2023,2024,2023-2024,3.7063E+14,Block 4054,-2,1,0
2023,2024,2023-2024,3.7063E+14,Block 4054,1,1,0
2024,2025,2024-2025,3.7063E+14,Block 4054,2,1,1
2021,2022,2021-2022,3.7063E+14,Block 4054,8,1,0
2022,2023,2022-2023,3.7063E+14,Block 4054,9,1,0
2023,2024,2023-2024,3.7063E+14,Block 4054,10,1,0
2024,2025,2024-2025,3.7063E+14,Block 4054,11,1,1
2023,2024,2023-2024,3.7063E+14,Block 4055,11,1,0
2020,2021,2020-2021,3.7063E+14,Block 1000,0,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,0,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,1,1,1
2022,2023,2022-2023,3.7063E+14,Block 1000,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,2,1,1
2022,2023,2022-2023,3.7063E+14,Block 1000,2,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,2,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,3,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,3,1,1
2024,2025,2024-2025,3.7063E+14,Block 1000,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,4,1,1
2022,2023,2022-2023,3.7063E+14,Block 1000,4,1,1
2024,2025,2024-2025,3.7063E+14,Block 1000,4,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,5,2,2
2021,2022,2021-2022,3.7063E+14,Block 1000,5,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,5,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,6,2,2
2024,2025,2024-2025,3.7063E+14,Block 1000,6,1,1
2022,2023,2022-2023,3.7063E+14,Block 1000,7,2,2
2023,2024,2023-2024,3.7063E+14,Block 1000,8,2,2
2024,2025,2024-2025,3.7063E+14,Block 1000,9,2,2
2020,2021,2020-2021,3.7063E+14,Block 1000,10,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,11,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,12,1,1
2020,2021,2020-2021,3.7063E+14,Block 1002,-9,2,1
2024,2025,2024-2025,3.7063E+14,Block 1002,-3,1,0
2020,2021,2020-2021,3.7063E+14,Block 1002,-2,1,0
2020,2021,2020-2021,3.7063E+14,Block 1002,-1,1,0
2022,2023,2022-2023,3.7063E+14,Block 1002,-1,1,0
2023,2024,2023-2024,3.7063E+14,Block 1002,-1,1,0
2020,2021,2020-2021,3.7063E+14,Block 1002,0,1,0
2021,2022,2021-2022,3.7063E+14,Block 1002,0,3,2
2022,2023,2022-2023,3.7063E+14,Block 1002,0,6,3
2023,2024,2023-2024,3.7063E+14,Block 1002,0,2,2
2024,2025,2024-2025,3.7063E+14,Block 1002,0,3,0
2020,2021,2020-2021,3.7063E+14,Block 1002,1,1,0
2021,2022,2021-2022,3.7063E+14,Block 1002,1,1,0
2022,2023,2022-2023,3.7063E+14,Block 1002,1,2,1
2023,2024,2023-2024,3.7063E+14,Block 1002,1,5,3
2024,2025,2024-2025,3.7063E+14,Block 1002,1,3,1
2020,2021,2020-2021,3.7063E+14,Block 1002,2,4,3
2021,2022,2021-2022,3.7063E+14,Block 1002,2,2,1
2022,2023,2022-2023,3.7063E+14,Block 1002,2,1,0
2023,2024,2023-2024,3.7063E+14,Block 1002,2,3,2
2024,2025,2024-2025,3.7063E+14,Block 1002,2,4,2
2021,2022,2021-2022,3.7063E+14,Block 1002,3,5,5
2022,2023,2022-2023,3.7063E+14,Block 1002,3,4,2
2023,2024,2023-2024,3.7063E+14,Block 1002,3,1,0
2024,2025,2024-2025,3.7063E+14,Block 1002,3,3,2
2021,2022,2021-2022,3.7063E+14,Block 1002,4,1,1
2022,2023,2022-2023,3.7063E+14,Block 1002,4,5,3
2023,2024,2023-2024,3.7063E+14,Block 1002,4,5,3
2024,2025,2024-2025,3.7063E+14,Block 1002,4,1,0
2020,2021,2020-2021,3.7063E+14,Block 1002,5,2,2
2023,2024,2023-2024,3.7063E+14,Block 1002,5,5,3
2024,2025,2024-2025,3.7063E+14,Block 1002,5,4,2
2020,2021,2020-2021,3.7063E+14,Block 1002,6,1,0
2021,2022,2021-2022,3.7063E+14,Block 1002,6,3,1
2023,2024,2023-2024,3.7063E+14,Block 1002,6,1,1
2024,2025,2024-2025,3.7063E+14,Block 1002,6,4,0
2020,2021,2020-2021,3.7063E+14,Block 1002,7,1,0
2021,2022,2021-2022,3.7063E+14,Block 1002,7,1,0
2022,2023,2022-2023,3.7063E+14,Block 1002,7,3,1
2023,2024,2023-2024,3.7063E+14,Block 1002,7,1,0
2020,2021,2020-2021,3.7063E+14,Block 1002,8,5,2
2021,2022,2021-2022,3.7063E+14,Block 1002,8,1,0
2022,2023,2022-2023,3.7063E+14,Block 1002,8,1,0
2023,2024,2023-2024,3.7063E+14,Block 1002,8,4,2
2020,2021,2020-2021,3.7063E+14,Block 1002,9,2,0
2021,2022,2021-2022,3.7063E+14,Block 1002,9,7,3
2022,2023,2022-2023,3.7063E+14,Block 1002,9,2,1
2023,2024,2023-2024,3.7063E+14,Block 1002,9,3,1
2024,2025,2024-2025,3.7063E+14,Block 1002,9,3,3
2020,2021,2020-2021,3.7063E+14,Block 1002,10,6,3
2021,2022,2021-2022,3.7063E+14,Block 1002,10,4,1
2022,2023,2022-2023,3.7063E+14,Block 1002,10,9,3
2023,2024,2023-2024,3.7063E+14,Block 1002,10,2,1
2024,2025,2024-2025,3.7063E+14,Block 1002,10,4,3
2020,2021,2020-2021,3.7063E+14,Block 1002,11,2,1
2021,2022,2021-2022,3.7063E+14,Block 1002,11,4,1
2022,2023,2022-2023,3.7063E+14,Block 1002,11,4,0
2023,2024,2023-2024,3.7063E+14,Block 1002,11,7,1
2024,2025,2024-2025,3.7063E+14,Block 1002,11,2,1
2020,2021,2020-2021,3.7063E+14,Block 1002,12,4,1
2021,2022,2021-2022,3.7063E+14,Block 1002,12,2,1
2022,2023,2022-2023,3.7063E+14,Block 1002,12,6,2
2023,2024,2023-2024,3.7063E+14,Block 1002,12,2,0
2024,2025,2024-2025,3.7063E+14,Block 1002,12,7,1
2024,2025,2024-2025,3.7063E+14,Block 1002,13,1,0
2020,2021,2020-2021,3.7063E+14,Block 1003,6,1,0
2021,2022,2021-2022,3.7063E+14,Block 1003,7,1,0
2020,2021,2020-2021,3.7063E+14,Block 1003,8,1,1
2020,2021,2020-2021,3.7063E+14,Block 1003,11,1,0
2021,2022,2021-2022,3.7063E+14,Block 1003,11,1,0
2022,2023,2022-2023,3.7063E+14,Block 1004,-3,1,0
2023,2024,2023-2024,3.7063E+14,Block 1004,-2,1,0
2020,2021,2020-2021,3.7063E+14,Block 1004,-1,1,0
2024,2025,2024-2025,3.7063E+14,Block 1004,-1,1,0
2021,2022,2021-2022,3.7063E+14,Block 1004,0,1,0
2022,2023,2022-2023,3.7063E+14,Block 1004,0,1,0
2024,2025,2024-2025,3.7063E+14,Block 1004,0,1,0
2022,2023,2022-2023,3.7063E+14,Block 1004,1,1,0
2023,2024,2023-2024,3.7063E+14,Block 1004,1,1,0
2023,2024,2023-2024,3.7063E+14,Block 1004,2,1,0
2024,2025,2024-2025,3.7063E+14,Block 1004,2,1,0
2020,2021,2020-2021,3.7063E+14,Block 1004,4,1,0
2020,2021,2020-2021,3.7063E+14,Block 1004,5,1,0
2021,2022,2021-2022,3.7063E+14,Block 1004,5,1,0
2021,2022,2021-2022,3.7063E+14,Block 1004,6,1,0
2022,2023,2022-2023,3.7063E+14,Block 1004,7,1,0
2020,2021,2020-2021,3.7063E+14,Block 1004,8,1,0
2023,2024,2023-2024,3.7063E+14,Block 1004,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 1004,9,1,1
2021,2022,2021-2022,3.7063E+14,Block 1004,9,2,1
2024,2025,2024-2025,3.7063E+14,Block 1004,9,1,0
2020,2021,2020-2021,3.7063E+14,Block 1004,10,1,1
2021,2022,2021-2022,3.7063E+14,Block 1004,10,1,1
2022,2023,2022-2023,3.7063E+14,Block 1004,10,2,1
2020,2021,2020-2021,3.7063E+14,Block 1004,11,1,0
2021,2022,2021-2022,3.7063E+14,Block 1004,11,1,1
2023,2024,2023-2024,3.7063E+14,Block 1004,11,2,1
2021,2022,2021-2022,3.7063E+14,Block 1004,12,1,0
2022,2023,2022-2023,3.7063E+14,Block 1004,12,1,1
2023,2024,2023-2024,3.7063E+14,Block 1004,12,1,0
2024,2025,2024-2025,3.7063E+14,Block 1004,12,2,1
2020,2021,2020-2021,3.7063E+14,Block 1006,1,1,0
2021,2022,2021-2022,3.7063E+14,Block 1006,2,1,0
2020,2021,2020-2021,3.7063E+14,Block 1006,4,1,0
2024,2025,2024-2025,3.7063E+14,Block 1006,4,1,0
2021,2022,2021-2022,3.7063E+14,Block 1006,5,1,0
2024,2025,2024-2025,3.7063E+14,Block 1006,6,1,0
2021,2022,2021-2022,3.7063E+14,Block 1006,9,1,0
2022,2023,2022-2023,3.7063E+14,Block 1006,10,1,0
2023,2024,2023-2024,3.7063E+14,Block 1006,11,1,0
2024,2025,2024-2025,3.7063E+14,Block 1006,12,1,0
2022,2023,2022-2023,3.7063E+14,Block 1007,-1,1,0
2023,2024,2023-2024,3.7063E+14,Block 1007,0,1,0
2024,2025,2024-2025,3.7063E+14,Block 1007,2,1,1
2020,2021,2020-2021,3.7063E+14,Block 1007,12,1,0
2023,2024,2023-2024,3.7063E+14,Block 1009,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 1009,1,1,1
2022,2023,2022-2023,3.7063E+14,Block 1009,7,1,1
2022,2023,2022-2023,3.7063E+14,Block 1009,8,1,1
2023,2024,2023-2024,3.7063E+14,Block 1009,8,1,1
2021,2022,2021-2022,3.7063E+14,Block 1009,9,1,1
2023,2024,2023-2024,3.7063E+14,Block 1009,9,1,1
2024,2025,2024-2025,3.7063E+14,Block 1009,9,3,2
2022,2023,2022-2023,3.7063E+14,Block 1009,10,2,2
2022,2023,2022-2023,3.7063E+14,Block 1009,11,1,1
2023,2024,2023-2024,3.7063E+14,Block 1009,11,2,2
2023,2024,2023-2024,3.7063E+14,Block 1009,12,1,1
2024,2025,2024-2025,3.7063E+14,Block 1009,12,2,2
2020,2021,2020-2021,3.7063E+14,Block 1010,-1,1,0
2022,2023,2022-2023,3.7063E+14,Block 1010,-1,1,0
2021,2022,2021-2022,3.7063E+14,Block 1010,0,1,0
2023,2024,2023-2024,3.7063E+14,Block 1010,0,2,2
2022,2023,2022-2023,3.7063E+14,Block 1010,1,1,0
2023,2024,2023-2024,3.7063E+14,Block 1010,1,1,1
2024,2025,2024-2025,3.7063E+14,Block 1010,1,1,1
2023,2024,2023-2024,3.7063E+14,Block 1010,2,1,1
2023,2024,2023-2024,3.7063E+14,Block 1010,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 1010,4,2,2
2021,2022,2021-2022,3.7063E+14,Block 1010,5,2,2
2022,2023,2022-2023,3.7063E+14,Block 1010,6,2,0
2023,2024,2023-2024,3.7063E+14,Block 1010,7,2,0
2020,2021,2020-2021,3.7063E+14,Block 1010,8,2,0
2022,2023,2022-2023,3.7063E+14,Block 1010,8,1,1
2024,2025,2024-2025,3.7063E+14,Block 1010,8,2,0
2020,2021,2020-2021,3.7063E+14,Block 1010,9,1,0
2021,2022,2021-2022,3.7063E+14,Block 1010,9,2,0
2022,2023,2022-2023,3.7063E+14,Block 1010,9,1,0
2023,2024,2023-2024,3.7063E+14,Block 1010,9,2,1
2024,2025,2024-2025,3.7063E+14,Block 1010,9,1,1
2021,2022,2021-2022,3.7063E+14,Block 1010,10,1,0
2022,2023,2022-2023,3.7063E+14,Block 1010,10,1,0
2023,2024,2023-2024,3.7063E+14,Block 1010,10,1,0
2024,2025,2024-2025,3.7063E+14,Block 1010,10,2,0
2022,2023,2022-2023,3.7063E+14,Block 1010,11,1,0
2023,2024,2023-2024,3.7063E+14,Block 1010,11,1,0
2020,2021,2020-2021,3.7063E+14,Block 1010,12,1,1
2023,2024,2023-2024,3.7063E+14,Block 1010,12,1,0
2024,2025,2024-2025,3.7063E+14,Block 1010,12,1,0
2021,2022,2021-2022,3.7063E+14,Block 1011,0,1,1
2020,2021,2020-2021,3.7063E+14,Block 1011,4,1,1
2021,2022,2021-2022,3.7063E+14,Block 1011,5,1,1
2020,2021,2020-2021,3.7063E+14,Block 1011,6,1,0
2021,2022,2021-2022,3.7063E+14,Block 1011,7,1,0
2022,2023,2022-2023,3.7063E+14,Block 1011,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 1011,11,1,0
2020,2021,2020-2021,3.7063E+14,Block 1011,12,1,0
2023,2024,2023-2024,3.7063E+14,Block 1012,-1,1,0
2020,2021,2020-2021,3.7063E+14,Block 1012,1,2,0
2021,2022,2021-2022,3.7063E+14,Block 1012,2,3,0
2022,2023,2022-2023,3.7063E+14,Block 1012,2,1,0
2022,2023,2022-2023,3.7063E+14,Block 1012,3,1,0
2023,2024,2023-2024,3.7063E+14,Block 1012,3,1,0
2021,2022,2021-2022,3.7063E+14,Block 1012,4,1,0
2023,2024,2023-2024,3.7063E+14,Block 1012,4,1,0
2021,2022,2021-2022,3.7063E+14,Block 1012,5,1,1
2022,2023,2022-2023,3.7063E+14,Block 1012,5,1,0
2024,2025,2024-2025,3.7063E+14,Block 1012,5,1,0
2020,2021,2020-2021,3.7063E+14,Block 1012,6,1,0
2022,2023,2022-2023,3.7063E+14,Block 1012,6,1,0
2023,2024,2023-2024,3.7063E+14,Block 1012,6,1,0
2024,2025,2024-2025,3.7063E+14,Block 1012,6,1,1
2020,2021,2020-2021,3.7063E+14,Block 1012,7,1,1
2021,2022,2021-2022,3.7063E+14,Block 1012,7,1,0
2023,2024,2023-2024,3.7063E+14,Block 1012,7,1,0
2024,2025,2024-2025,3.7063E+14,Block 1012,7,1,0
2021,2022,2021-2022,3.7063E+14,Block 1012,8,1,1
2024,2025,2024-2025,3.7063E+14,Block 1012,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 1012,9,2,1
2024,2025,2024-2025,3.7063E+14,Block 1012,9,2,0
2020,2021,2020-2021,3.7063E+14,Block 1012,10,2,0
2021,2022,2021-2022,3.7063E+14,Block 1012,10,2,1
2020,2021,2020-2021,3.7063E+14,Block 1012,11,1,0
2021,2022,2021-2022,3.7063E+14,Block 1012,11,2,0
2022,2023,2022-2023,3.7063E+14,Block 1012,11,1,0
2020,2021,2020-2021,3.7063E+14,Block 1012,12,1,0
2021,2022,2021-2022,3.7063E+14,Block 1012,12,1,0
2022,2023,2022-2023,3.7063E+14,Block 1012,12,2,0
2023,2024,2023-2024,3.7063E+14,Block 1012,12,1,0
2022,2023,2022-2023,3.7063E+14,Block 1013,-2,1,0
2024,2025,2024-2025,3.7063E+14,Block 1013,-2,1,0
2023,2024,2023-2024,3.7063E+14,Block 1013,-1,2,0
2024,2025,2024-2025,3.7063E+14,Block 1013,-1,1,0
2020,2021,2020-2021,3.7063E+14,Block 1013,0,2,1
2021,2022,2021-2022,3.7063E+14,Block 1013,0,1,1
2022,2023,2022-2023,3.7063E+14,Block 1013,0,2,1
2024,2025,2024-2025,3.7063E+14,Block 1013,0,3,2
2021,2022,2021-2022,3.7063E+14,Block 1013,1,1,1
2022,2023,2022-2023,3.7063E+14,Block 1013,1,1,1
2023,2024,2023-2024,3.7063E+14,Block 1013,1,2,1
2022,2023,2022-2023,3.7063E+14,Block 1013,2,1,1
2023,2024,2023-2024,3.7063E+14,Block 1013,2,1,1
2024,2025,2024-2025,3.7063E+14,Block 1013,2,2,2
2023,2024,2023-2024,3.7063E+14,Block 1013,3,1,1
2024,2025,2024-2025,3.7063E+14,Block 1013,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 1013,4,1,0
2023,2024,2023-2024,3.7063E+14,Block 1013,4,1,0
2024,2025,2024-2025,3.7063E+14,Block 1013,4,1,1
2020,2021,2020-2021,3.7063E+14,Block 1013,5,1,0
2021,2022,2021-2022,3.7063E+14,Block 1013,5,1,0
2021,2022,2021-2022,3.7063E+14,Block 1013,6,1,0
2022,2023,2022-2023,3.7063E+14,Block 1013,6,1,0
2023,2024,2023-2024,3.7063E+14,Block 1013,7,1,0
2024,2025,2024-2025,3.7063E+14,Block 1013,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 1013,9,1,0
2020,2021,2020-2021,3.7063E+14,Block 1013,10,1,0
2021,2022,2021-2022,3.7063E+14,Block 1013,10,2,0
2020,2021,2020-2021,3.7063E+14,Block 1013,11,2,1
2022,2023,2022-2023,3.7063E+14,Block 1013,11,1,0
2020,2021,2020-2021,3.7063E+14,Block 1013,12,1,0
2021,2022,2021-2022,3.7063E+14,Block 1013,12,2,1
2023,2024,2023-2024,3.7063E+14,Block 1013,12,1,0
2022,2023,2022-2023,3.7063E+14,Block 2001,-1,1,0
2021,2022,2021-2022,3.7063E+14,Block 2001,0,1,1
2023,2024,2023-2024,3.7063E+14,Block 2001,0,1,0
2022,2023,2022-2023,3.7063E+14,Block 2001,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 2001,2,1,1
2023,2024,2023-2024,3.7063E+14,Block 2001,2,1,1
2020,2021,2020-2021,3.7063E+14,Block 2001,3,1,1
2021,2022,2021-2022,3.7063E+14,Block 2001,3,1,1
2024,2025,2024-2025,3.7063E+14,Block 2001,3,1,1
2021,2022,2021-2022,3.7063E+14,Block 2001,4,1,0
2022,2023,2022-2023,3.7063E+14,Block 2001,4,1,1
2022,2023,2022-2023,3.7063E+14,Block 2001,5,1,0
2023,2024,2023-2024,3.7063E+14,Block 2001,5,1,1
2020,2021,2020-2021,3.7063E+14,Block 2001,7,1,1
2020,2021,2020-2021,3.7063E+14,Block 2001,8,1,1
2021,2022,2021-2022,3.7063E+14,Block 2001,8,1,1
2023,2024,2023-2024,3.7063E+14,Block 2002,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 2002,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 2002,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 2002,7,1,1
2021,2022,2021-2022,3.7063E+14,Block 2002,7,1,0
2022,2023,2022-2023,3.7063E+14,Block 2002,8,1,0
2023,2024,2023-2024,3.7063E+14,Block 2002,9,1,1
2024,2025,2024-2025,3.7063E+14,Block 2002,10,1,1
2024,2025,2024-2025,3.7063E+14,Block 2003,-2,1,0
2020,2021,2020-2021,3.7063E+14,Block 2003,-1,2,0
2022,2023,2022-2023,3.7063E+14,Block 2003,-1,1,0
2023,2024,2023-2024,3.7063E+14,Block 2003,-1,4,0
2024,2025,2024-2025,3.7063E+14,Block 2003,-1,1,0
2020,2021,2020-2021,3.7063E+14,Block 2003,0,1,0
2021,2022,2021-2022,3.7063E+14,Block 2003,0,3,1
2022,2023,2022-2023,3.7063E+14,Block 2003,0,4,2
2023,2024,2023-2024,3.7063E+14,Block 2003,0,6,3
2024,2025,2024-2025,3.7063E+14,Block 2003,0,5,1
2020,2021,2020-2021,3.7063E+14,Block 2003,1,1,0
2021,2022,2021-2022,3.7063E+14,Block 2003,1,2,1
2022,2023,2022-2023,3.7063E+14,Block 2003,1,2,0
2023,2024,2023-2024,3.7063E+14,Block 2003,1,4,1
2024,2025,2024-2025,3.7063E+14,Block 2003,1,4,4
2020,2021,2020-2021,3.7063E+14,Block 2003,2,1,0
2021,2022,2021-2022,3.7063E+14,Block 2003,2,1,0
2022,2023,2022-2023,3.7063E+14,Block 2003,2,4,3
2023,2024,2023-2024,3.7063E+14,Block 2003,2,2,0
2024,2025,2024-2025,3.7063E+14,Block 2003,2,5,3
2020,2021,2020-2021,3.7063E+14,Block 2003,3,2,0
2021,2022,2021-2022,3.7063E+14,Block 2003,3,3,2
2022,2023,2022-2023,3.7063E+14,Block 2003,3,1,0
2023,2024,2023-2024,3.7063E+14,Block 2003,3,3,3
2024,2025,2024-2025,3.7063E+14,Block 2003,3,4,3
2020,2021,2020-2021,3.7063E+14,Block 2003,4,1,1
2021,2022,2021-2022,3.7063E+14,Block 2003,4,3,2
2022,2023,2022-2023,3.7063E+14,Block 2003,4,2,1
2023,2024,2023-2024,3.7063E+14,Block 2003,4,3,2
2024,2025,2024-2025,3.7063E+14,Block 2003,4,4,4
2021,2022,2021-2022,3.7063E+14,Block 2003,5,4,0
2022,2023,2022-2023,3.7063E+14,Block 2003,5,4,4
2023,2024,2023-2024,3.7063E+14,Block 2003,5,3,1
2024,2025,2024-2025,3.7063E+14,Block 2003,5,6,4
2020,2021,2020-2021,3.7063E+14,Block 2003,6,2,1
2021,2022,2021-2022,3.7063E+14,Block 2003,6,1,0
2022,2023,2022-2023,3.7063E+14,Block 2003,6,6,2
2023,2024,2023-2024,3.7063E+14,Block 2003,6,4,1
2024,2025,2024-2025,3.7063E+14,Block 2003,6,2,0
2020,2021,2020-2021,3.7063E+14,Block 2003,7,2,1
2021,2022,2021-2022,3.7063E+14,Block 2003,7,1,1
2022,2023,2022-2023,3.7063E+14,Block 2003,7,3,1
2023,2024,2023-2024,3.7063E+14,Block 2003,7,5,2
2024,2025,2024-2025,3.7063E+14,Block 2003,7,8,5
2023,2024,2023-2024,3.7063E+14,Block 2003,8,4,1
2024,2025,2024-2025,3.7063E+14,Block 2003,8,4,2
