fall_year,spring_year,year_str,geo_id_b2020,geo_nm_b2020,grade,count,basez
2021,2022,2021-2022,3.7063E+14,Block 6000,7,8,4
2022,2023,2022-2023,3.7063E+14,Block 6000,7,4,3
2023,2024,2023-2024,3.7063E+14,Block 6000,7,12,9
2024,2025,2024-2025,3.7063E+14,Block 6000,7,3,3
2020,2021,2020-2021,3.7063E+14,Block 6000,8,3,3
2021,2022,2021-2022,3.7063E+14,Block 6000,8,3,0
2022,2023,2022-2023,3.7063E+14,Block 6000,8,8,5
2023,2024,2023-2024,3.7063E+14,Block 6000,8,4,3
2024,2025,2024-2025,3.7063E+14,Block 6000,8,9,8
2020,2021,2020-2021,3.7063E+14,Block 6000,9,8,7
2021,2022,2021-2022,3.7063E+14,Block 6000,9,6,4
2022,2023,2022-2023,3.7063E+14,Block 6000,9,4,3
2023,2024,2023-2024,3.7063E+14,Block 6000,9,11,4
2024,2025,2024-2025,3.7063E+14,Block 6000,9,4,4
2020,2021,2020-2021,3.7063E+14,Block 6000,10,4,2
2021,2022,2021-2022,3.7063E+14,Block 6000,10,7,5
2022,2023,2022-2023,3.7063E+14,Block 6000,10,6,5
2023,2024,2023-2024,3.7063E+14,Block 6000,10,3,2
2024,2025,2024-2025,3.7063E+14,Block 6000,10,9,3
2020,2021,2020-2021,3.7063E+14,Block 6000,11,4,1
2021,2022,2021-2022,3.7063E+14,Block 6000,11,6,4
2022,2023,2022-2023,3.7063E+14,Block 6000,11,7,5
2023,2024,2023-2024,3.7063E+14,Block 6000,11,5,4
2024,2025,2024-2025,3.7063E+14,Block 6000,11,5,3
2020,2021,2020-2021,3.7063E+14,Block 6000,12,3,2
2021,2022,2021-2022,3.7063E+14,Block 6000,12,3,1
2022,2023,2022-2023,3.7063E+14,Block 6000,12,6,4
2023,2024,2023-2024,3.7063E+14,Block 6000,12,7,4
2024,2025,2024-2025,3.7063E+14,Block 6000,12,3,2
2022,2023,2022-2023,3.7063E+14,Block 6001,0,1,1
2022,2023,2022-2023,3.7063E+14,Block 6001,5,1,0
2023,2024,2023-2024,3.7063E+14,Block 6001,6,1,0
2024,2025,2024-2025,3.7063E+14,Block 6001,7,1,0
2020,2021,2020-2021,3.7063E+14,Block 6002,3,1,0
2021,2022,2021-2022,3.7063E+14,Block 6002,4,1,0
2023,2024,2023-2024,3.7063E+14,Block 6002,6,1,0
2024,2025,2024-2025,3.7063E+14,Block 6002,7,1,0
2020,2021,2020-2021,3.7063E+14,Block 6002,11,1,1
2024,2025,2024-2025,3.7063E+14,Block 6002,11,1,1
2021,2022,2021-2022,3.7063E+14,Block 6002,12,1,1
2020,2021,2020-2021,3.7063E+14,Block 6005,-1,1,0
2020,2021,2020-2021,3.7063E+14,Block 6005,0,3,2
2021,2022,2021-2022,3.7063E+14,Block 6005,0,4,3
2022,2023,2022-2023,3.7063E+14,Block 6005,0,2,2
2023,2024,2023-2024,3.7063E+14,Block 6005,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 6005,0,3,0
2021,2022,2021-2022,3.7063E+14,Block 6005,1,4,3
2022,2023,2022-2023,3.7063E+14,Block 6005,1,5,4
2023,2024,2023-2024,3.7063E+14,Block 6005,1,2,2
2024,2025,2024-2025,3.7063E+14,Block 6005,1,1,0
2020,2021,2020-2021,3.7063E+14,Block 6005,2,5,4
2021,2022,2021-2022,3.7063E+14,Block 6005,2,2,2
2022,2023,2022-2023,3.7063E+14,Block 6005,2,3,2
2023,2024,2023-2024,3.7063E+14,Block 6005,2,4,3
2024,2025,2024-2025,3.7063E+14,Block 6005,2,3,0
2021,2022,2021-2022,3.7063E+14,Block 6005,3,5,4
2022,2023,2022-2023,3.7063E+14,Block 6005,3,2,2
2023,2024,2023-2024,3.7063E+14,Block 6005,3,2,1
2024,2025,2024-2025,3.7063E+14,Block 6005,3,3,0
2020,2021,2020-2021,3.7063E+14,Block 6005,4,5,1
2021,2022,2021-2022,3.7063E+14,Block 6005,4,1,1
2022,2023,2022-2023,3.7063E+14,Block 6005,4,5,4
2023,2024,2023-2024,3.7063E+14,Block 6005,4,2,2
2024,2025,2024-2025,3.7063E+14,Block 6005,4,2,1
2020,2021,2020-2021,3.7063E+14,Block 6005,5,3,2
2021,2022,2021-2022,3.7063E+14,Block 6005,5,5,0
2022,2023,2022-2023,3.7063E+14,Block 6005,5,1,1
2023,2024,2023-2024,3.7063E+14,Block 6005,5,4,3
2020,2021,2020-2021,3.7063E+14,Block 6005,6,4,2
2021,2022,2021-2022,3.7063E+14,Block 6005,6,3,2
2022,2023,2022-2023,3.7063E+14,Block 6005,6,3,3
2024,2025,2024-2025,3.7063E+14,Block 6005,6,4,3
2020,2021,2020-2021,3.7063E+14,Block 6005,7,5,3
2021,2022,2021-2022,3.7063E+14,Block 6005,7,4,2
2022,2023,2022-2023,3.7063E+14,Block 6005,7,3,2
2023,2024,2023-2024,3.7063E+14,Block 6005,7,3,3
2020,2021,2020-2021,3.7063E+14,Block 6005,8,1,1
2021,2022,2021-2022,3.7063E+14,Block 6005,8,5,3
2022,2023,2022-2023,3.7063E+14,Block 6005,8,4,2
2023,2024,2023-2024,3.7063E+14,Block 6005,8,3,2
2024,2025,2024-2025,3.7063E+14,Block 6005,8,4,3
2021,2022,2021-2022,3.7063E+14,Block 6005,9,1,0
2022,2023,2022-2023,3.7063E+14,Block 6005,9,7,1
2023,2024,2023-2024,3.7063E+14,Block 6005,9,4,2
2024,2025,2024-2025,3.7063E+14,Block 6005,9,3,0
2020,2021,2020-2021,3.7063E+14,Block 6005,10,3,0
2022,2023,2022-2023,3.7063E+14,Block 6005,10,1,0
2023,2024,2023-2024,3.7063E+14,Block 6005,10,6,0
2024,2025,2024-2025,3.7063E+14,Block 6005,10,4,2
2020,2021,2020-2021,3.7063E+14,Block 6005,11,4,3
2021,2022,2021-2022,3.7063E+14,Block 6005,11,3,0
2023,2024,2023-2024,3.7063E+14,Block 6005,11,1,0
2024,2025,2024-2025,3.7063E+14,Block 6005,11,6,0
2020,2021,2020-2021,3.7063E+14,Block 6005,12,2,1
2021,2022,2021-2022,3.7063E+14,Block 6005,12,4,3
2022,2023,2022-2023,3.7063E+14,Block 6005,12,3,0
2024,2025,2024-2025,3.7063E+14,Block 6005,12,1,0
2021,2022,2021-2022,3.7063E+14,Block 6006,7,1,1
2022,2023,2022-2023,3.7063E+14,Block 6006,8,1,1
2023,2024,2023-2024,3.7063E+14,Block 6006,9,1,0
2024,2025,2024-2025,3.7063E+14,Block 6006,10,1,0
2023,2024,2023-2024,3.7063E+14,Block 6007,-1,1,0
2020,2021,2020-2021,3.7063E+14,Block 6007,0,1,1
2022,2023,2022-2023,3.7063E+14,Block 6007,0,1,0
2023,2024,2023-2024,3.7063E+14,Block 6007,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 6007,0,1,0
2020,2021,2020-2021,3.7063E+14,Block 6007,1,2,2
2021,2022,2021-2022,3.7063E+14,Block 6007,1,1,1
2023,2024,2023-2024,3.7063E+14,Block 6007,1,1,0
2020,2021,2020-2021,3.7063E+14,Block 6007,2,2,2
2021,2022,2021-2022,3.7063E+14,Block 6007,2,1,1
2022,2023,2022-2023,3.7063E+14,Block 6007,2,1,1
2024,2025,2024-2025,3.7063E+14,Block 6007,2,1,0
2021,2022,2021-2022,3.7063E+14,Block 6007,3,1,1
2023,2024,2023-2024,3.7063E+14,Block 6007,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 6007,4,1,1
2024,2025,2024-2025,3.7063E+14,Block 6007,4,1,1
2021,2022,2021-2022,3.7063E+14,Block 6007,5,1,1
2020,2021,2020-2021,3.7063E+14,Block 6007,6,2,1
2022,2023,2022-2023,3.7063E+14,Block 6007,6,1,1
2021,2022,2021-2022,3.7063E+14,Block 6007,7,2,1
2020,2021,2020-2021,3.7063E+14,Block 6007,8,1,0
2022,2023,2022-2023,3.7063E+14,Block 6007,8,2,1
2020,2021,2020-2021,3.7063E+14,Block 6007,9,1,0
2021,2022,2021-2022,3.7063E+14,Block 6007,9,1,0
2023,2024,2023-2024,3.7063E+14,Block 6007,9,2,0
2020,2021,2020-2021,3.7063E+14,Block 6007,10,2,0
2021,2022,2021-2022,3.7063E+14,Block 6007,10,1,0
2022,2023,2022-2023,3.7063E+14,Block 6007,10,1,0
2024,2025,2024-2025,3.7063E+14,Block 6007,10,2,0
2020,2021,2020-2021,3.7063E+14,Block 6007,11,2,0
2021,2022,2021-2022,3.7063E+14,Block 6007,11,2,0
2023,2024,2023-2024,3.7063E+14,Block 6007,11,1,0
2021,2022,2021-2022,3.7063E+14,Block 6007,12,2,0
2022,2023,2022-2023,3.7063E+14,Block 6007,12,1,0
2024,2025,2024-2025,3.7063E+14,Block 6007,12,1,0
2020,2021,2020-2021,3.7063E+14,Block 6008,0,1,0
2023,2024,2023-2024,3.7063E+14,Block 6008,0,1,0
2024,2025,2024-2025,3.7063E+14,Block 6008,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 6008,2,1,1
2023,2024,2023-2024,3.7063E+14,Block 6008,2,1,1
2020,2021,2020-2021,3.7063E+14,Block 6008,3,1,1
2024,2025,2024-2025,3.7063E+14,Block 6008,3,1,0
2021,2022,2021-2022,3.7063E+14,Block 6008,4,2,2
2023,2024,2023-2024,3.7063E+14,Block 6008,4,1,1
2020,2021,2020-2021,3.7063E+14,Block 6008,5,1,1
2022,2023,2022-2023,3.7063E+14,Block 6008,5,2,2
2024,2025,2024-2025,3.7063E+14,Block 6008,5,1,1
2021,2022,2021-2022,3.7063E+14,Block 6008,6,1,1
2023,2024,2023-2024,3.7063E+14,Block 6008,6,1,1
2020,2021,2020-2021,3.7063E+14,Block 6008,7,6,6
2022,2023,2022-2023,3.7063E+14,Block 6008,7,1,1
2024,2025,2024-2025,3.7063E+14,Block 6008,7,1,1
2020,2021,2020-2021,3.7063E+14,Block 6008,8,2,1
2021,2022,2021-2022,3.7063E+14,Block 6008,8,6,6
2023,2024,2023-2024,3.7063E+14,Block 6008,8,1,1
2020,2021,2020-2021,3.7063E+14,Block 6008,9,1,1
2021,2022,2021-2022,3.7063E+14,Block 6008,9,2,0
2022,2023,2022-2023,3.7063E+14,Block 6008,9,4,4
2023,2024,2023-2024,3.7063E+14,Block 6008,9,1,0
2024,2025,2024-2025,3.7063E+14,Block 6008,9,1,1
2020,2021,2020-2021,3.7063E+14,Block 6008,10,1,0
2021,2022,2021-2022,3.7063E+14,Block 6008,10,2,1
2022,2023,2022-2023,3.7063E+14,Block 6008,10,2,0
2023,2024,2023-2024,3.7063E+14,Block 6008,10,4,4
2024,2025,2024-2025,3.7063E+14,Block 6008,10,3,2
2021,2022,2021-2022,3.7063E+14,Block 6008,11,2,0
2022,2023,2022-2023,3.7063E+14,Block 6008,11,2,1
2023,2024,2023-2024,3.7063E+14,Block 6008,11,1,0
2024,2025,2024-2025,3.7063E+14,Block 6008,11,2,2
2020,2021,2020-2021,3.7063E+14,Block 6008,12,1,1
2022,2023,2022-2023,3.7063E+14,Block 6008,12,2,0
2023,2024,2023-2024,3.7063E+14,Block 6008,12,1,1
2024,2025,2024-2025,3.7063E+14,Block 6008,12,1,0
2023,2024,2023-2024,3.7063E+14,Block 6009,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 6009,0,1,0
2020,2021,2020-2021,3.7063E+14,Block 6009,2,1,1
2021,2022,2021-2022,3.7063E+14,Block 6009,3,1,1
2022,2023,2022-2023,3.7063E+14,Block 6009,4,1,1
2020,2021,2020-2021,3.7063E+14,Block 6009,5,1,1
2023,2024,2023-2024,3.7063E+14,Block 6009,5,1,1
2021,2022,2021-2022,3.7063E+14,Block 6009,6,1,0
2024,2025,2024-2025,3.7063E+14,Block 6009,6,1,0
2020,2021,2020-2021,3.7063E+14,Block 6009,7,1,0
2022,2023,2022-2023,3.7063E+14,Block 6009,7,1,0
2021,2022,2021-2022,3.7063E+14,Block 6009,8,1,0
2023,2024,2023-2024,3.7063E+14,Block 6009,8,1,0
2022,2023,2022-2023,3.7063E+14,Block 6009,9,1,0
2024,2025,2024-2025,3.7063E+14,Block 6009,9,1,0
2023,2024,2023-2024,3.7063E+14,Block 6009,10,1,0
2024,2025,2024-2025,3.7063E+14,Block 6009,11,1,0
2020,2021,2020-2021,3.7063E+14,Block 7000,-3,1,0
2020,2021,2020-2021,3.7063E+14,Block 7000,-2,1,0
2020,2021,2020-2021,3.7063E+14,Block 7000,-1,1,0
2020,2021,2020-2021,3.7063E+14,Block 7000,0,1,1
2021,2022,2021-2022,3.7063E+14,Block 7000,0,4,3
2022,2023,2022-2023,3.7063E+14,Block 7000,0,3,2
2023,2024,2023-2024,3.7063E+14,Block 7000,0,3,2
2020,2021,2020-2021,3.7063E+14,Block 7000,1,2,2
2021,2022,2021-2022,3.7063E+14,Block 7000,1,1,1
2022,2023,2022-2023,3.7063E+14,Block 7000,1,5,4
2023,2024,2023-2024,3.7063E+14,Block 7000,1,2,2
2024,2025,2024-2025,3.7063E+14,Block 7000,1,3,1
2021,2022,2021-2022,3.7063E+14,Block 7000,2,2,2
2022,2023,2022-2023,3.7063E+14,Block 7000,2,1,1
2023,2024,2023-2024,3.7063E+14,Block 7000,2,5,3
2024,2025,2024-2025,3.7063E+14,Block 7000,2,2,0
2020,2021,2020-2021,3.7063E+14,Block 7000,3,3,2
2022,2023,2022-2023,3.7063E+14,Block 7000,3,2,2
2023,2024,2023-2024,3.7063E+14,Block 7000,3,1,1
2024,2025,2024-2025,3.7063E+14,Block 7000,3,5,1
2020,2021,2020-2021,3.7063E+14,Block 7000,4,2,2
2021,2022,2021-2022,3.7063E+14,Block 7000,4,2,1
2023,2024,2023-2024,3.7063E+14,Block 7000,4,2,2
2024,2025,2024-2025,3.7063E+14,Block 7000,4,1,1
2021,2022,2021-2022,3.7063E+14,Block 7000,5,2,2
2022,2023,2022-2023,3.7063E+14,Block 7000,5,1,1
2024,2025,2024-2025,3.7063E+14,Block 7000,5,2,2
2020,2021,2020-2021,3.7063E+14,Block 7000,6,1,1
2022,2023,2022-2023,3.7063E+14,Block 7000,6,2,1
2023,2024,2023-2024,3.7063E+14,Block 7000,6,1,0
2020,2021,2020-2021,3.7063E+14,Block 7000,7,1,0
2021,2022,2021-2022,3.7063E+14,Block 7000,7,1,1
2023,2024,2023-2024,3.7063E+14,Block 7000,7,1,0
2024,2025,2024-2025,3.7063E+14,Block 7000,7,1,0
2021,2022,2021-2022,3.7063E+14,Block 7000,8,1,0
2022,2023,2022-2023,3.7063E+14,Block 7000,8,1,1
2024,2025,2024-2025,3.7063E+14,Block 7000,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 7000,9,3,1
2022,2023,2022-2023,3.7063E+14,Block 7000,9,2,0
2023,2024,2023-2024,3.7063E+14,Block 7000,9,2,2
2020,2021,2020-2021,3.7063E+14,Block 7000,10,2,0
2021,2022,2021-2022,3.7063E+14,Block 7000,10,3,1
2023,2024,2023-2024,3.7063E+14,Block 7000,10,2,0
2024,2025,2024-2025,3.7063E+14,Block 7000,10,2,2
2021,2022,2021-2022,3.7063E+14,Block 7000,11,2,0
2022,2023,2022-2023,3.7063E+14,Block 7000,11,3,1
2024,2025,2024-2025,3.7063E+14,Block 7000,11,2,0
2020,2021,2020-2021,3.7063E+14,Block 7000,12,3,1
2022,2023,2022-2023,3.7063E+14,Block 7000,12,2,0
2023,2024,2023-2024,3.7063E+14,Block 7000,12,3,1
2022,2023,2022-2023,3.7063E+14,Block 7001,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 7001,0,1,0
2023,2024,2023-2024,3.7063E+14,Block 7001,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 7001,2,1,1
2024,2025,2024-2025,3.7063E+14,Block 7001,2,1,0
2021,2022,2021-2022,3.7063E+14,Block 7001,3,1,1
2022,2023,2022-2023,3.7063E+14,Block 7001,4,1,1
2023,2024,2023-2024,3.7063E+14,Block 7001,5,1,1
2024,2025,2024-2025,3.7063E+14,Block 7001,6,1,1
2022,2023,2022-2023,3.7063E+14,Block 7001,10,1,0
2023,2024,2023-2024,3.7063E+14,Block 7001,11,1,0
2024,2025,2024-2025,3.7063E+14,Block 7001,12,1,0
2023,2024,2023-2024,3.7063E+14,Block 7002,-1,1,0
2023,2024,2023-2024,3.7063E+14,Block 7002,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 7002,1,1,0
2023,2024,2023-2024,3.7063E+14,Block 7002,9,1,1
2024,2025,2024-2025,3.7063E+14,Block 7002,10,1,1
2020,2021,2020-2021,3.7063E+14,Block 7002,12,1,1
2020,2021,2020-2021,3.7063E+14,Block 7003,0,1,1
2021,2022,2021-2022,3.7063E+14,Block 7003,0,1,1
2020,2021,2020-2021,3.7063E+14,Block 7003,1,1,0
2021,2022,2021-2022,3.7063E+14,Block 7003,1,1,1
2022,2023,2022-2023,3.7063E+14,Block 7003,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 7003,2,1,0
2021,2022,2021-2022,3.7063E+14,Block 7003,2,1,0
2022,2023,2022-2023,3.7063E+14,Block 7003,2,1,1
2022,2023,2022-2023,3.7063E+14,Block 7003,3,1,0
2023,2024,2023-2024,3.7063E+14,Block 7003,3,1,1
2023,2024,2023-2024,3.7063E+14,Block 7003,4,1,0
2024,2025,2024-2025,3.7063E+14,Block 7003,4,1,1
2024,2025,2024-2025,3.7063E+14,Block 7003,5,1,0
2020,2021,2020-2021,3.7063E+14,Block 7003,7,2,0
2021,2022,2021-2022,3.7063E+14,Block 7003,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 7003,9,2,0
2021,2022,2021-2022,3.7063E+14,Block 7003,10,2,0
2022,2023,2022-2023,3.7063E+14,Block 7003,11,2,0
2023,2024,2023-2024,3.7063E+14,Block 7003,12,2,0
2023,2024,2023-2024,3.7063E+14,Block 7004,-1,1,0
2022,2023,2022-2023,3.7063E+14,Block 7004,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 7004,0,1,0
2023,2024,2023-2024,3.7063E+14,Block 7004,1,1,1
2023,2024,2023-2024,3.7063E+14,Block 7004,2,1,0
2024,2025,2024-2025,3.7063E+14,Block 7004,2,1,0
2023,2024,2023-2024,3.7063E+14,Block 7004,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 7004,4,1,1
2024,2025,2024-2025,3.7063E+14,Block 7004,4,1,1
2021,2022,2021-2022,3.7063E+14,Block 7004,5,1,1
2020,2021,2020-2021,3.7063E+14,Block 7004,6,2,2
2021,2022,2021-2022,3.7063E+14,Block 7004,7,1,1
2020,2021,2020-2021,3.7063E+14,Block 7004,8,2,1
2022,2023,2022-2023,3.7063E+14,Block 7004,8,1,1
2020,2021,2020-2021,3.7063E+14,Block 7004,9,1,0
2021,2022,2021-2022,3.7063E+14,Block 7004,9,2,1
2023,2024,2023-2024,3.7063E+14,Block 7004,9,1,1
2024,2025,2024-2025,3.7063E+14,Block 7004,9,1,1
2020,2021,2020-2021,3.7063E+14,Block 7004,10,1,0
2021,2022,2021-2022,3.7063E+14,Block 7004,10,1,0
2022,2023,2022-2023,3.7063E+14,Block 7004,10,2,1
2023,2024,2023-2024,3.7063E+14,Block 7004,10,1,1
2024,2025,2024-2025,3.7063E+14,Block 7004,10,2,2
2020,2021,2020-2021,3.7063E+14,Block 7004,11,2,1
2021,2022,2021-2022,3.7063E+14,Block 7004,11,1,0
2022,2023,2022-2023,3.7063E+14,Block 7004,11,1,0
2023,2024,2023-2024,3.7063E+14,Block 7004,11,2,1
2024,2025,2024-2025,3.7063E+14,Block 7004,11,1,1
2021,2022,2021-2022,3.7063E+14,Block 7004,12,3,1
2023,2024,2023-2024,3.7063E+14,Block 7004,12,1,0
2024,2025,2024-2025,3.7063E+14,Block 7004,12,2,1
2021,2022,2021-2022,3.7063E+14,Block 7005,0,2,2
2023,2024,2023-2024,3.7063E+14,Block 7005,0,1,1
2022,2023,2022-2023,3.7063E+14,Block 7005,1,1,1
2024,2025,2024-2025,3.7063E+14,Block 7005,1,1,0
2023,2024,2023-2024,3.7063E+14,Block 7005,2,1,1
2024,2025,2024-2025,3.7063E+14,Block 7005,3,1,0
2020,2021,2020-2021,3.7063E+14,Block 7005,4,1,1
2021,2022,2021-2022,3.7063E+14,Block 7005,5,1,1
2020,2021,2020-2021,3.7063E+14,Block 7005,6,1,1
2020,2021,2020-2021,3.7063E+14,Block 7005,7,2,2
2021,2022,2021-2022,3.7063E+14,Block 7005,7,1,1
2020,2021,2020-2021,3.7063E+14,Block 7005,8,2,2
2021,2022,2021-2022,3.7063E+14,Block 7005,8,2,2
2022,2023,2022-2023,3.7063E+14,Block 7005,8,1,1
2020,2021,2020-2021,3.7063E+14,Block 7005,9,1,1
2021,2022,2021-2022,3.7063E+14,Block 7005,9,2,2
2022,2023,2022-2023,3.7063E+14,Block 7005,9,3,3
2023,2024,2023-2024,3.7063E+14,Block 7005,9,1,1
2020,2021,2020-2021,3.7063E+14,Block 7005,10,1,1
2021,2022,2021-2022,3.7063E+14,Block 7005,10,1,0
2022,2023,2022-2023,3.7063E+14,Block 7005,10,1,1
2023,2024,2023-2024,3.7063E+14,Block 7005,10,3,3
2024,2025,2024-2025,3.7063E+14,Block 7005,10,1,1
2021,2022,2021-2022,3.7063E+14,Block 7005,11,1,1
2022,2023,2022-2023,3.7063E+14,Block 7005,11,1,0
2023,2024,2023-2024,3.7063E+14,Block 7005,11,1,1
2024,2025,2024-2025,3.7063E+14,Block 7005,11,3,3
2020,2021,2020-2021,3.7063E+14,Block 7005,12,1,1
2022,2023,2022-2023,3.7063E+14,Block 7005,12,1,1
2023,2024,2023-2024,3.7063E+14,Block 7005,12,1,0
2020,2021,2020-2021,3.7063E+14,Block 7006,-9,1,0
2024,2025,2024-2025,3.7063E+14,Block 7006,-1,1,1
2023,2024,2023-2024,3.7063E+14,Block 7006,0,1,1
2024,2025,2024-2025,3.7063E+14,Block 7006,1,1,0
2020,2021,2020-2021,3.7063E+14,Block 7006,2,1,1
2021,2022,2021-2022,3.7063E+14,Block 7006,3,1,1
2022,2023,2022-2023,3.7063E+14,Block 7006,4,1,1
2023,2024,2023-2024,3.7063E+14,Block 7006,5,2,2
2020,2021,2020-2021,3.7063E+14,Block 7006,11,2,0
2021,2022,2021-2022,3.7063E+14,Block 7006,12,2,0
2022,2023,2022-2023,3.7063E+14,Block 7007,5,1,1
2020,2021,2020-2021,3.7063E+14,Block 7007,10,1,0
2021,2022,2021-2022,3.7063E+14,Block 7007,11,1,0
2022,2023,2022-2023,3.7063E+14,Block 7007,11,1,0
2022,2023,2022-2023,3.7063E+14,Block 7007,12,1,0
2023,2024,2023-2024,3.7063E+14,Block 7007,12,1,0
2020,2021,2020-2021,3.7063E+14,Block 7008,0,1,1
2022,2023,2022-2023,3.7063E+14,Block 7008,0,1,0
2020,2021,2020-2021,3.7063E+14,Block 7008,1,2,1
2023,2024,2023-2024,3.7063E+14,Block 7008,1,1,0
2021,2022,2021-2022,3.7063E+14,Block 7008,2,2,1
2024,2025,2024-2025,3.7063E+14,Block 7008,2,2,0
2022,2023,2022-2023,3.7063E+14,Block 7008,3,2,1
2020,2021,2020-2021,3.7063E+14,Block 7008,4,1,1
2023,2024,2023-2024,3.7063E+14,Block 7008,4,2,1
2021,2022,2021-2022,3.7063E+14,Block 7008,5,2,2
2024,2025,2024-2025,3.7063E+14,Block 7008,5,2,1
2020,2021,2020-2021,3.7063E+14,Block 7008,6,1,0
2020,2021,2020-2021,3.7063E+14,Block 7008,7,2,1
2021,2022,2021-2022,3.7063E+14,Block 7008,7,2,1
2020,2021,2020-2021,3.7063E+14,Block 7008,8,1,1
2021,2022,2021-2022,3.7063E+14,Block 7008,8,2,1
2022,2023,2022-2023,3.7063E+14,Block 7008,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 7008,9,2,2
2021,2022,2021-2022,3.7063E+14,Block 7008,9,2,2
2022,2023,2022-2023,3.7063E+14,Block 7008,9,2,1
2023,2024,2023-2024,3.7063E+14,Block 7008,9,1,0
2024,2025,2024-2025,3.7063E+14,Block 7008,9,1,0
2021,2022,2021-2022,3.7063E+14,Block 7008,10,2,2
2022,2023,2022-2023,3.7063E+14,Block 7008,10,1,1
2023,2024,2023-2024,3.7063E+14,Block 7008,10,2,1
2020,2021,2020-2021,3.7063E+14,Block 7008,11,1,0
2021,2022,2021-2022,3.7063E+14,Block 7008,11,1,1
2022,2023,2022-2023,3.7063E+14,Block 7008,11,2,2
2023,2024,2023-2024,3.7063E+14,Block 7008,11,1,1
2024,2025,2024-2025,3.7063E+14,Block 7008,11,2,1
2023,2024,2023-2024,3.7063E+14,Block 7008,12,2,2
2024,2025,2024-2025,3.7063E+14,Block 7008,12,1,1
2024,2025,2024-2025,3.7063E+14,Block 1000,-1,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,0,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,1,1,0
2021,2022,2021-2022,3.7063E+14,Block 1000,1,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,2,3,1
2021,2022,2021-2022,3.7063E+14,Block 1000,2,2,1
2024,2025,2024-2025,3.7063E+14,Block 1000,2,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,3,2,1
2021,2022,2021-2022,3.7063E+14,Block 1000,3,1,0
2022,2023,2022-2023,3.7063E+14,Block 1000,3,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,3,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,4,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,4,2,1
2023,2024,2023-2024,3.7063E+14,Block 1000,4,1,1
2024,2025,2024-2025,3.7063E+14,Block 1000,4,2,2
2022,2023,2022-2023,3.7063E+14,Block 1000,5,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,5,1,0
2020,2021,2020-2021,3.7063E+14,Block 1000,6,3,3
2024,2025,2024-2025,3.7063E+14,Block 1000,6,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,7,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,8,1,1
2024,2025,2024-2025,3.7063E+14,Block 1000,8,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,9,3,2
2021,2022,2021-2022,3.7063E+14,Block 1000,9,2,0
2022,2023,2022-2023,3.7063E+14,Block 1000,9,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,9,1,1
2020,2021,2020-2021,3.7063E+14,Block 1000,10,2,1
2021,2022,2021-2022,3.7063E+14,Block 1000,10,3,2
2022,2023,2022-2023,3.7063E+14,Block 1000,10,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,10,2,2
2024,2025,2024-2025,3.7063E+14,Block 1000,10,1,1
2021,2022,2021-2022,3.7063E+14,Block 1000,11,1,1
2022,2023,2022-2023,3.7063E+14,Block 1000,11,3,3
2023,2024,2023-2024,3.7063E+14,Block 1000,11,2,2
2024,2025,2024-2025,3.7063E+14,Block 1000,11,2,2
2021,2022,2021-2022,3.7063E+14,Block 1000,12,1,1
2022,2023,2022-2023,3.7063E+14,Block 1000,12,1,1
2023,2024,2023-2024,3.7063E+14,Block 1000,12,2,2
2024,2025,2024-2025,3.7063E+14,Block 1000,12,1,1
2020,2021,2020-2021,3.7063E+14,Block 1001,6,1,1
2021,2022,2021-2022,3.7063E+14,Block 1001,7,1,1
2020,2021,2020-2021,3.7063E+14,Block 1001,8,1,1
2022,2023,2022-2023,3.7063E+14,Block 1001,8,1,1
2023,2024,2023-2024,3.7063E+14,Block 1001,8,1,0
2020,2021,2020-2021,3.7063E+14,Block 1001,9,1,1
2021,2022,2021-2022,3.7063E+14,Block 1001,9,1,1
2023,2024,2023-2024,3.7063E+14,Block 1001,9,3,3
2021,2022,2021-2022,3.7063E+14,Block 1001,10,1,1
