GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
Geography,Geographic Area Name,Estimate!!Households!!Total,Margin of Error!!Households!!Total,"Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars),Margin of Error!!Households!!Median income (dollars),Estimate!!Households!!Mean income (dollars),Margin of Error!!Households!!Mean income (dollars),Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Families!!Total,Margin of Error!!Families!!Total,"Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more",Estimate!!Families!!Median income (dollars),Margin of Error!!Families!!Median income (dollars),Estimate!!Families!!Mean income (dollars),Margin of Error!!Families!!Mean income (dollars),Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Married-couple families!!Total,Margin of Error!!Married-couple families!!Total,"Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more",Estimate!!Married-couple families!!Median income (dollars),Margin of Error!!Married-couple families!!Median income (dollars),Estimate!!Married-couple families!!Mean income (dollars),Margin of Error!!Married-couple families!!Mean income (dollars),Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Estimate!!Nonfamily households!!Total,Margin of Error!!Nonfamily households!!Total,"Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more",Estimate!!Nonfamily households!!Median income (dollars),Margin of Error!!Nonfamily households!!Median income (dollars),Estimate!!Nonfamily households!!Mean income (dollars),Margin of Error!!Nonfamily households!!Mean income (dollars),Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months
1400000US37063002022,Census Tract 20.22; Durham County; North Carolina,2363,226,3.4,3.4,1.6,2.2,5.3,4.5,3.6,3.4,6.8,4.3,26.1,9.1,12.1,5.8,24.1,6.2,10.6,4.4,6.3,3.4,83080,19016,96377,10118,31.7,(X),(X),(X),(X),(X),1155,191,0,3.6,3.2,4.3,2.5,3.4,3.4,5.4,5.4,6.4,20.5,11.9,9,8.3,37.4,11.3,8.1,4.9,10.5,6.6,104438,10966,111539,15838,(X),(X),33.8,(X),(X),(X),807,194,0,5.1,0,5.1,3.6,4.7,4.8,7.6,0,5.1,9.9,7.6,11.9,10.7,43.1,10.9,11.6,7.3,15,9.2,118008,24475,N,N,(X),(X),(X),(X),(X),(X),1208,236,6.6,6.3,0,3.5,8,8.3,7,6.7,8.2,6.2,31.5,15.1,12.6,6.8,10.8,6.1,13,7.4,2.4,2.8,61000,16851,79841,12789,(X),(X),(X),(X),26.6,(X)
1400000US37063002023,Census Tract 20.23; Durham County; North Carolina,1309,125,4,3.8,2.6,3.2,4.4,3.7,2.5,2.1,3.1,2.6,17.3,5.7,13.9,6.8,23.8,7.6,12.1,4.6,16.2,7.3,102218,17347,122434,18284,24,(X),(X),(X),(X),(X),517,95,0,7.9,0,7.9,0,7.9,2.1,3.1,1.4,2.2,4.1,4.6,11.8,9.5,31.7,12.9,23.6,9.8,25.3,9.1,144607,23466,165661,20390,(X),(X),32.3,(X),(X),(X),458,92,0,8.9,0,8.9,0,8.9,0,8.9,0,8.9,2.4,3.7,13.3,10.7,33.8,14,26.6,11.2,23.8,9.3,152955,22216,N,N,(X),(X),(X),(X),(X),(X),792,106,6.7,6.3,4.3,5.3,7.2,6.1,2.8,2.9,4.3,4.1,26,10.1,15.3,8.7,18.6,8,4.7,3.6,10.2,9.7,72188,22660,94216,27151,(X),(X),(X),(X),18.6,(X)
1400000US37063002024,Census Tract 20.24; Durham County; North Carolina,2866,163,0.9,1.1,0,1.5,4,3.1,1.9,1.8,4.5,2.9,11.2,4,16.8,5.7,22.9,5.5,22.4,7.9,15.2,4.9,114917,11044,131968,10648,21,(X),(X),(X),(X),(X),1777,184,0,2.4,0,2.4,1.4,2.2,0,2.4,2.1,2,7.9,4.5,21.6,8.9,29.4,8.6,17.5,6.6,20.1,7.1,117625,7532,143614,12852,(X),(X),28.6,(X),(X),(X),1345,231,0,3.1,0,3.1,0,3.1,0,3.1,2.8,2.7,9.2,6,23.9,9,24.3,8.7,19.1,7.8,20.7,8.1,118681,10983,N,N,(X),(X),(X),(X),(X),(X),1089,157,2.4,3,0,3.8,8.4,6.9,5.1,4.7,8.4,7.7,18,8.1,13,7.6,16.9,8.6,20.7,11.7,7.3,5.7,84899,25475,104911,17222,(X),(X),(X),(X),7,(X)
1400000US37063002025,Census Tract 20.25; Durham County; North Carolina,2691,253,4.9,4.3,6.3,5.5,2.6,2.1,4.5,4.3,10.5,5,15.3,6.6,11.8,5,25.9,7.8,9.3,3.1,8.9,3.8,86902,18378,96305,9117,28.2,(X),(X),(X),(X),(X),1670,218,4.1,4.9,2.2,3.7,2,2.3,0,2.5,14,7.1,7.2,5.2,14.4,7.3,33.7,11.9,14,5,8.5,5.5,104941,9249,108847,14415,(X),(X),23.7,(X),(X),(X),1075,184,0,3.9,0,3.9,1.4,2.1,0,3.9,10.9,6.9,6.7,5.5,14.9,8.5,36.6,11.6,16.4,6.5,13.2,8.5,113844,10340,N,N,(X),(X),(X),(X),(X),(X),1021,234,6.3,7.7,13,12.4,3.7,4.3,11.8,11.3,7.3,7,28.6,15.3,7.6,7,10.6,6.7,3.1,3.5,7.9,6.4,54509,11615,70139,16087,(X),(X),(X),(X),35.7,(X)
1400000US37063002026,Census Tract 20.26; Durham County; North Carolina,3284,402,7.5,4.5,5.2,4,3,3,11,7.2,14.6,6.7,24.2,10.1,15.6,6.6,5.6,2.8,7.1,3.9,6.2,5.7,57437,14691,76370,14474,43.1,(X),(X),(X),(X),(X),1846,481,6.4,4.7,6.8,5.8,2.2,3.5,15.6,13.5,20.2,11.1,16.7,8.3,8.5,6.6,7.8,5.7,8.1,6.2,7.9,9.6,47132,27415,79232,23862,(X),(X),44.2,(X),(X),(X),786,268,1.4,2.3,0,5.3,5.1,8.1,1.1,2.1,16.5,15.3,11.5,10.9,11.1,9.6,15.9,10.7,19,13.7,18.4,21.8,105921,55011,N,N,(X),(X),(X),(X),(X),(X),1438,288,8.9,7.8,3.3,5.3,4.2,4.7,16.9,12.7,10.4,8.1,19.7,10.1,24.8,11.3,3.2,3.4,4.5,4,4.2,3.9,58846,18363,67679,13249,(X),(X),(X),(X),41.6,(X)
1400000US37063002029,Census Tract 20.29; Durham County; North Carolina,2007,379,4.8,4,1,1.1,3.4,3.3,4.7,3.3,6.5,4.1,16.8,7.3,25.4,13.2,14.3,7.4,9.1,4.8,14,6.1,80483,11568,128996,34110,30.6,(X),(X),(X),(X),(X),1114,193,2.1,3.1,0.8,1.3,1.1,1.8,7.3,5.7,2.4,3.1,15.4,8.1,16,9.3,16.6,11,16.3,7.8,22,9.6,112188,51230,173557,55199,(X),(X),44.4,(X),(X),(X),852,166,0,4.9,1.1,1.7,1.4,2.4,2,3.1,0.7,1.7,12.3,6.5,13.4,8.3,20.9,13.1,19.5,10,28.8,11.1,147000,17411,N,N,(X),(X),(X),(X),(X),(X),893,372,8.3,7.4,1.2,2,6.3,7.2,1.6,2.7,11.5,9.3,21.8,13.7,37.1,24.6,8.2,7.8,0,4.6,4,4.7,67246,19241,70843,14206,(X),(X),(X),(X),13.3,(X)
1400000US37063002030,Census Tract 20.30; Durham County; North Carolina,1659,180,0.5,0.8,0.6,0.9,2.2,3.2,0.7,1,4.4,5.6,11.5,5.2,2.8,2.7,18.6,6,14.8,5.6,43.9,7.7,188272,27184,242950,31094,27.5,(X),(X),(X),(X),(X),1252,171,0,3.3,0,3.3,0,3.3,0,3.3,5.8,7.3,5.6,4.4,2.6,2.4,19.4,7.6,18.4,7.3,48.2,9.6,194563,29098,264333,40377,(X),(X),27.4,(X),(X),(X),1067,121,0,3.9,0,3.9,0,3.9,0,3.9,0,3.9,4.5,4.5,2.3,2.7,17.3,7,20.5,9,55.3,9.6,230733,49287,N,N,(X),(X),(X),(X),(X),(X),407,105,2.2,3.4,2.5,3.9,8.8,12.6,2.7,4.2,0,9.9,31.9,16.8,5.2,8.5,13.8,9.4,2.2,3.6,30.7,13.4,78393,71442,171723,48402,(X),(X),(X),(X),27.8,(X)
1400000US37063002031,Census Tract 20.31; Durham County; North Carolina,1053,128,6.6,7.5,3.8,6,0,4,5.3,5.6,8.3,7.4,18.7,12.5,29.2,12,15.9,8.9,3.2,3.1,9,6.1,88640,18600,98534,18596,31.8,(X),(X),(X),(X),(X),607,164,11.4,12.4,6.6,9.9,0,6.8,2.6,4.3,10.9,12.7,10.7,10.9,25.4,16.1,19.6,14,3.3,4.5,9.6,9.5,91075,23755,95145,26065,(X),(X),33.9,(X),(X),(X),320,121,5.3,8.4,0,12.4,0,12.4,0,12.4,5,7.2,20.3,19.6,29.1,19.2,30.9,22.6,0.9,2,8.4,9.7,92412,13796,N,N,(X),(X),(X),(X),(X),(X),446,143,0,9.1,0,9.1,0,9.1,9,11,4.7,6.4,29.6,20.5,34.5,19.6,10.8,10,3.1,4.8,8.3,8,85250,29348,97106,24878,(X),(X),(X),(X),28.9,(X)
1400000US37063002032,Census Tract 20.32; Durham County; North Carolina,1141,217,8.2,7,3.2,4.8,1.6,2.6,9.2,7.6,25.6,14.3,24.8,12,11.7,7.6,11,8.6,4.7,4.3,0,3.7,51678,15189,61653,9764,44.7,(X),(X),(X),(X),(X),325,115,14.5,14.3,2.2,6.5,0,12.2,0,12.2,5.8,11.5,32.9,22,22.5,16.7,12.3,13,9.8,10,0,12.2,73317,18422,74753,17752,(X),(X),44.6,(X),(X),(X),162,94,0,22.8,4.3,12.8,0,22.8,0,22.8,0,22.8,25.3,27.6,34,31.3,24.7,24.4,11.7,16.4,0,22.8,84722,24136,N,N,(X),(X),(X),(X),(X),(X),816,220,11.4,9.4,3.7,5.7,2.2,3.6,10.3,9.8,33.5,18.4,23,14.1,2.8,4.6,10.4,10.6,2.7,4.4,0,5.1,44375,4003,52085,10603,(X),(X),(X),(X),41.5,(X)
1400000US37063002033,Census Tract 20.33; Durham County; North Carolina,1977,196,5.4,5.9,0.9,1.8,2.4,2.9,6,3.9,9.2,7.1,6.7,5.2,12.4,6.6,14.6,6.3,14.4,6.4,28,8.5,121629,31941,156648,24269,32.3,(X),(X),(X),(X),(X),978,189,8,11,0,4.2,0,4.2,0,4.2,9.7,12.5,5.2,5.4,5.5,6.2,17.1,10.1,9.8,6.5,44.7,13.6,163971,64286,204225,41097,(X),(X),29.2,(X),(X),(X),764,184,0,5.4,0,5.4,0,5.4,0,5.4,2,3.3,4.8,5.9,7.1,7.8,19.9,12.6,10.9,7.4,55.4,12.2,217315,48779,N,N,(X),(X),(X),(X),(X),(X),999,264,2.9,4.7,1.8,3.4,4.8,5.8,11.8,7.9,8.7,8.6,11.1,9.3,16.1,11.8,12.2,7.3,18.9,11.3,11.6,7.1,90763,22849,109459,21500,(X),(X),(X),(X),35.2,(X)
1400000US37063002034,Census Tract 20.34; Durham County; North Carolina,2997,351,7.9,5.4,0.5,0.8,6.1,6.1,6.1,4.7,12.4,6.2,10.8,5,16.2,8,19.7,7.2,8.3,4,12,4.8,81230,12196,111581,16670,20.4,(X),(X),(X),(X),(X),1523,279,4.3,4.6,0,2.7,0,2.7,6.4,9.9,8,7.7,5.9,4.5,13,8.9,26.4,10.5,13.6,8.2,22.5,9.4,130615,28209,160614,34625,(X),(X),30.5,(X),(X),(X),1177,232,0,3.5,0,3.5,0,3.5,0,3.5,5.5,6.6,4.1,4.5,16.8,11.1,31.6,12,14.8,9.5,27.2,11,142674,19742,N,N,(X),(X),(X),(X),(X),(X),1474,313,13.1,10.1,1.1,1.7,12.3,11.6,11.1,9.7,14.2,7.8,11.9,7.5,19.5,12.9,12.7,10.9,2.8,3.3,1.2,1.9,42138,31278,58230,12160,(X),(X),(X),(X),10,(X)
1400000US37063002035,Census Tract 20.35; Durham County; North Carolina,3355,518,4.4,3.3,0.7,1.1,0.6,1.2,7.5,5.7,2.4,3.3,25.7,11.7,14.5,5.7,20.1,7.2,8.8,4.1,15.4,6.5,89239,14141,113723,15546,24.4,(X),(X),(X),(X),(X),1357,276,0,3.1,1.8,2.7,1.5,2.8,5.2,7.8,4.9,7.5,4.6,4.8,9.9,6.5,28.7,10.8,18.7,8.3,24.5,11.4,140521,23315,140335,20097,(X),(X),30,(X),(X),(X),1016,262,0,4.1,0,4.1,0,4.1,0,4.1,0,4.1,3.4,4.8,8.8,7.3,34.5,12.5,20.5,10,32.8,14,153438,17317,N,N,(X),(X),(X),(X),(X),(X),1998,521,7.3,5.7,0,2.1,0,2.1,9.1,8.3,0.7,1.2,40,16.4,17.6,9.7,15.5,9.5,1.9,2.3,8,6.5,73844,3560,94190,22780,(X),(X),(X),(X),19.4,(X)
1400000US37063002036,Census Tract 20.36; Durham County; North Carolina,2029,182,1.9,2.5,2.4,2.6,11.6,8.5,18.2,9.8,9.9,7.4,20.2,11.5,13.8,8.5,13.2,9,6.7,6,2.2,2.7,60336,14346,73419,12669,18.2,(X),(X),(X),(X),(X),742,190,0,5.6,0,5.6,9.2,10.4,26.4,22.1,7.5,9,21.8,21.2,9.3,8.7,9.8,9.5,9.8,11.2,6.1,7.8,59514,33500,87923,26751,(X),(X),16,(X),(X),(X),308,121,0,12.9,0,12.9,13.6,19,0,12.9,3.9,14.6,5.5,13.2,14.9,21.1,23.7,22.4,23.7,25.6,14.6,17.7,145200,67807,N,N,(X),(X),(X),(X),(X),(X),1287,240,3,3.9,3.7,4.1,13,11.2,13.4,9.7,11.2,11.2,19.2,12.7,16.4,12.1,15.2,13.4,4.9,5.8,0,3.2,60524,18463,65057,12894,(X),(X),(X),(X),19.5,(X)
1400000US37063002037,Census Tract 20.37; Durham County; North Carolina,3546,434,1.6,2.1,0,1.2,0,1.2,11.6,9.1,8.9,5,23.3,10.1,16.4,8.5,18.5,7.1,13.5,6.8,6.2,4.1,81647,12869,96467,10295,18.4,(X),(X),(X),(X),(X),1284,324,1.7,3.2,0,3.3,0,3.3,0,3.3,4.5,5.4,25,15.3,23.6,12.5,21,13,14.5,10,9.7,8.2,96164,13290,109526,16656,(X),(X),30.8,(X),(X),(X),936,224,0,4.4,0,4.4,0,4.4,0,4.4,6.2,7.5,18.6,12.8,15.6,11.6,26.5,16.6,19.9,13.2,13.2,10.7,104744,17467,N,N,(X),(X),(X),(X),(X),(X),2262,448,1.5,2.7,0,1.9,0,1.9,18.2,13.4,11.5,7.7,22.4,13.4,17.5,11.4,17.1,10.1,7.6,6.1,4.2,4,70559,18774,85298,12886,(X),(X),(X),(X),11.4,(X)
1400000US37063002038,Census Tract 20.38; Durham County; North Carolina,3210,408,1,1.5,0,1.3,3.8,4,3.2,2.3,3.3,2.6,16.4,9.7,27.9,10.3,12.5,5.3,10.7,3.9,21.3,7,92583,12094,140893,23126,23.5,(X),(X),(X),(X),(X),1848,439,0,2.3,9.8,13.4,0,2.3,0,2.3,2.1,2.5,4.9,4.1,16,7.7,18.5,9.2,13.5,6,35.3,12.1,144231,60695,179915,45946,(X),(X),27.9,(X),(X),(X),1480,333,0,2.8,0,2.8,0,2.8,0,2.8,2.6,3.1,3.8,3.7,14.1,8.3,18.6,9.3,16.9,7.2,44.1,12.5,192851,18715,N,N,(X),(X),(X),(X),(X),(X),1362,344,2.3,3.7,0,3.1,8.9,8.9,7.6,5.5,4.9,4.9,31.9,18,30.8,16,4.3,4.2,7,5.8,2.3,3.6,71172,8770,77863,10630,(X),(X),(X),(X),17.4,(X)
1400000US37063002100,Census Tract 21; Durham County; North Carolina,2661,378,2,1.9,1.3,1.4,7.2,4.4,4.8,3.6,4.1,2.3,20.9,8.4,7.6,3.8,26.2,7.5,8.3,3.5,17.6,6.7,103814,21357,150587,45489,26.7,(X),(X),(X),(X),(X),1787,342,0,2.3,1.1,1.5,3,4.7,5.1,4.8,5.5,3.9,20.4,11.4,7.2,4.3,24.1,8.5,11.6,5.5,22.1,8.1,112031,21691,181646,62987,(X),(X),26.9,(X),(X),(X),1469,303,0,2.8,1.3,1.8,0,2.8,3.1,3.4,3.1,2.6,18.9,13.2,6.1,4.8,26.4,9.7,14.2,6.9,26.9,9.5,132582,19328,N,N,(X),(X),(X),(X),(X),(X),874,254,6.2,5.7,1.7,2.8,15.9,8.7,4.2,4.4,5,4.4,18.2,11.4,8.5,6.4,30.4,13.5,1.5,2.5,8.4,10.1,70882,20993,85783,22002,(X),(X),(X),(X),26.3,(X)
1400000US37063002200,Census Tract 22; Durham County; North Carolina,1863,212,12.1,9.4,0.4,0.8,2.5,2.1,2.4,2.5,6.9,4.2,17.7,8.8,10.3,4.9,17.7,7,9.1,4.2,20.9,6.9,91563,29138,134995,26040,12.1,(X),(X),(X),(X),(X),343,94,2.9,5.1,0,11.6,0,11.6,0,11.6,0,11.6,9.3,9.8,3.5,5.4,14.6,11.8,22.2,13.8,47.5,16.1,193229,51677,232700,50354,(X),(X),23,(X),(X),(X),286,98,3.5,6.1,0,13.8,0,13.8,0,13.8,0,13.8,3.1,5,0,13.8,9.8,11.3,26.6,16.8,57,17.7,221163,28426,N,N,(X),(X),(X),(X),(X),(X),1520,215,14.1,11.2,0.5,1,3.1,2.5,2.9,3.1,8.5,5.2,19.6,10.2,11.8,6,18.4,7.9,6.1,3.6,14.9,6.9,80183,19596,112947,28246,(X),(X),(X),(X),9.6,(X)
1400000US37063002300,Census Tract 23; Durham County; North Carolina,1249,135,6.7,5.2,9,5.5,13.4,6.1,1.8,1.6,6.9,3.9,13.8,5.8,12.7,4.9,16,6.2,10.2,6.3,9.6,4.4,71343,18385,95130,16137,28.2,(X),(X),(X),(X),(X),433,105,16.2,14.3,1.4,1.8,9.9,10.5,0,9.3,6,7,16.9,13.4,6.7,6.4,16.2,12.3,19.2,15.7,7.6,5.5,-,**,95069,27837,(X),(X),27.3,(X),(X),(X),202,91,0,18.9,0,18.9,0,18.9,0,18.9,2,5.1,10.4,13.8,7.9,10.6,22.3,15.5,41.1,25.6,16.3,11.2,165500,51975,N,N,(X),(X),(X),(X),(X),(X),816,108,1.7,2.5,13,8.5,15.2,8.5,2.7,2.4,7.4,4.3,12.1,6.7,15.9,6.5,15.9,7,5.4,3.3,10.7,5.6,71481,14020,95163,20234,(X),(X),(X),(X),28.7,(X)
1400000US37063980100,Census Tract 9801; Durham County; North Carolina,0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,14,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
